tweet_id,keyword,tweet_text_raw,text_clean,disaster_class,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
3108,death,The SC hearing on the two convicts' curative petitions took place days after a Delhi court issued 'death warrants' for the…,the sc hearing on the two convicts' curative petitions took place days after a delhi court issued 'death warrants' for the…,Non-disaster,0.1883433610200882,0.7985276579856873,0.013128957711160183,-0.175214403308928,Neutral
3120,death,"WRONG. Intifada is Arabic. NOT Hebrew. And it IS an Islamic slogan! ""Intifada denotes struggle of Abu Ammar, first martyr o…","wrong. intifada is arabic. not hebrew. and it is an islamic slogan! ""intifada denotes struggle of abu ammar, first martyr o…",Non-disaster,0.7963313460350037,0.19512902200222015,0.008539608679711819,-0.7877917373552918,Negative
3149,death,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…","australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",Disaster-related,0.7289299964904785,0.2586161494255066,0.01245378702878952,-0.716476209461689,Negative
3151,death,"I’ve been keeping it together relatively well betw exams, the planet dying, family drama but now there’s no hot wat… https://t.co/H8AfCcHSmu","i’ve been keeping it together relatively well betw exams, the planet dying, family drama but now there’s no hot wat… url",Non-disaster,0.6538789868354797,0.31043100357055664,0.035690050572156906,-0.6181889362633228,Negative
3158,death,"even though i walk through the shadow of of death, i shall fear no evil... opuwo https://t.co/AcduVfh5Po","even though i walk through the shadow of of death, i shall fear no evil... opuwo url",Non-disaster,0.13428999483585358,0.5393272638320923,0.32638272643089294,0.19209273159503937,Neutral
3159,death,"I would eat myself to death, it sounds so divine!!!","i would eat myself to death, it sounds so divine!!!",Non-disaster,0.05051719769835472,0.06694697588682175,0.8825358152389526,0.8320186175405979,Positive
3171,death,"So Mwangi Kiunjuri is the locust that he told us was supposed to be sprayed? Finally, President Uhuru Kenyatta has spra…","so mwangi kiunjuri is the locust that he told us was supposed to be sprayed? finally, president uhuru kenyatta has spra…",Non-disaster,0.28793126344680786,0.6813210248947144,0.030747685581445694,-0.25718357786536217,Neutral
3186,deaths,Deaths toll Increase 47 killed due to Heavy Snow and #avalunch in #NeelumValley #Pakistan administered #Kashmir,deaths toll increase 47 killed due to heavy snow and #avalunch in #neelumvalley #pakistan administered #kashmir,Disaster-related,0.8453726172447205,0.14786352217197418,0.006763815879821777,-0.8386088013648987,Negative
3215,deaths,"Marijuana is illegal but has never caused any deaths from usage, Cigarettes kills millions and they are legal and can be purchase…","marijuana is illegal but has never caused any deaths from usage, cigarettes kills millions and they are legal and can be purchase…",Non-disaster,0.5493522882461548,0.3734581172466278,0.0771896243095398,-0.472162663936615,Negative
3216,deaths,"University psychiatrist: Trump 'may be responsible for many more million deaths' than Hitler, Stalin, and Mao https://t.co/eKIS6ighb8","university psychiatrist: trump 'may be responsible for many more million deaths' than hitler, stalin, and mao url",Non-disaster,0.762802243232727,0.2268015295267105,0.010396234691143036,-0.752406008541584,Negative
3222,deaths,When people like the president engage in disinformation - it is an attack against us all. It isn't normal or harmless…,when people like the president engage in disinformation - it is an attack against us all. it isn't normal or harmless…,Non-disaster,0.8941989541053772,0.09789665043354034,0.007904469035565853,-0.8862944850698113,Negative
3223,deaths,A temperature increase of 1.5 degrees Celsius or 2.7 degrees Fahrenheit — as predicted under the Paris Climate Agreement without…,a temperature increase of 1.5 degrees celsius or 2.7 degrees fahrenheit — as predicted under the paris climate agreement without…,Non-disaster,0.028145812451839447,0.9222198724746704,0.04963435232639313,0.02148853987455368,Neutral
3227,deaths,15% of cancer deaths are from Nigeria ― Osinbajo Read more at: https://t.co/0uyqT7bSFd,15% of cancer deaths are from nigeria ― osinbajo read more at: url,Non-disaster,0.5162944197654724,0.4681806266307831,0.015524964779615402,-0.500769454985857,Negative
3233,deaths,"""do you think bruno blamed himself for their deaths?"" https://t.co/JX5C9GaucX","""do you think bruno blamed himself for their deaths?"" url",Non-disaster,0.40209507942199707,0.5907520651817322,0.0071527985855937,-0.39494228083640337,Neutral
3242,deaths,The definition doesn't say there should be deaths in order for it to be a tragedy. But deaths often do occur be…,the definition doesn't say there should be deaths in order for it to be a tragedy. but deaths often do occur be…,Non-disaster,0.5865038633346558,0.4015081524848938,0.011987943202257156,-0.5745159201323986,Negative
3246,deaths,"At what stage does a private company get stripped of its contract.? Is abuse of patients, unsafe services resulting in de…","at what stage does a private company get stripped of its contract.? is abuse of patients, unsafe services resulting in de…",Non-disaster,0.7232024669647217,0.2692766487598419,0.007520829793065786,-0.7156816371716559,Negative
3255,debris,Pigeon and tree debris in roadway / bike lane. 99W Barbur Blvd northbound next to Barbur Transit Center near Capit… https://t.co/Jf33bUrciy,pigeon and tree debris in roadway / bike lane. 99w barbur blvd northbound next to barbur transit center near capit… url,Disaster-related,0.22143720090389252,0.7619393467903137,0.0166233628988266,-0.20481383800506592,Neutral
3256,debris,"Hello everyone. Tito Sotto is wrong. Cloud seeding is not instantaneous, any clouds would be blown in the same directio…","hello everyone. tito sotto is wrong. cloud seeding is not instantaneous, any clouds would be blown in the same directio…",Non-disaster,0.7759742140769958,0.21315887570381165,0.010866940952837467,-0.7651072731241584,Negative
3264,debris,"😑😐😶 Taal volcano, located 70 km from Manila, Philippines. In addition to the eruption itself, the so-called volcanic tsunami…","😑😐😶 taal volcano, located 70 km from manila, philippines. in addition to the eruption itself, the so-called volcanic tsunami…",Disaster-related,0.834500789642334,0.15904317796230316,0.00645610922947526,-0.8280446804128587,Negative
3275,debris,Watch out for debris on the roads today 🍃🍃 https://t.co/kePfDBWx7w,watch out for debris on the roads today 🍃🍃 url,Non-disaster,0.1028975322842598,0.8310285806655884,0.06607390195131302,-0.03682363033294678,Neutral
3283,debris,Birds usually confuse shreds of plastic bags for food and end up eating the toxic debris. #ZeroPlasticRun #IamRespons…,birds usually confuse shreds of plastic bags for food and end up eating the toxic debris. #zeroplasticrun #iamrespons…,Non-disaster,0.6384166479110718,0.3344004452228546,0.02718285471200943,-0.6112337931990623,Negative
3284,debris,"#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…","#stormbrendon is also bringing high winds, so will be difficult driving conditions. slow down, be prepared for gusts of…",Disaster-related,0.5412315130233765,0.4317968189716339,0.02697168104350567,-0.5142598319798708,Negative
3285,debris,"Particularly bad result here at SW Vesta. Poor parking, bike lane and sidewalk covered with tree debris. We're ma… https://t.co/QgVGPXJYXn","particularly bad result here at sw vesta. poor parking, bike lane and sidewalk covered with tree debris. we're ma… url",Non-disaster,0.9218272566795349,0.07274989038705826,0.005422815680503845,-0.9164044409990311,Negative
3287,debris,Senate President Vicente Sotto III is proposing that cloud seeding operations be conducted in areas affected by the rec…,senate president vicente sotto iii is proposing that cloud seeding operations be conducted in areas affected by the rec…,Non-disaster,0.020515555515885353,0.9519938230514526,0.027490613982081413,0.00697505846619606,Neutral
3290,debris,Senate President Tito Sotto: I'm proposing cloud seeding action in the Taal Volcano affected areas and not wait for the rai…,senate president tito sotto: i'm proposing cloud seeding action in the taal volcano affected areas and not wait for the rai…,Non-disaster,0.021345730870962143,0.9130092859268188,0.06564491242170334,0.044299181550741196,Neutral
3301,deluge,That figure was for the Brexit Festival. More figure manipulation by the r… https://t.co/aZEkXngX3v,that figure was for the brexit festival. more figure manipulation by the r… url,Non-disaster,0.5001742243766785,0.4792328476905823,0.020592940971255302,-0.47958128340542316,Negative
3303,deluge,"in his opinion states that if NERC has found it necessary to increase the tarrif, this may lead to a… https://t.co/E0TUP5Zepl","in his opinion states that if nerc has found it necessary to increase the tarrif, this may lead to a… url",Non-disaster,0.15195617079734802,0.8298753499984741,0.0181684922426939,-0.13378767855465412,Neutral
3304,deluge,"This was before #MurdochDerangementSyndrome hit our shores, a strong -ve IOD led to a cold and wet winter/spring. https://t.co/22zq6hQR8B","this was before #murdochderangementsyndrome hit our shores, a strong -ve iod led to a cold and wet winter/spring. url",Non-disaster,0.7439471483230591,0.2455993890762329,0.010453503578901291,-0.7334936447441578,Negative
3316,deluge,You may need your brolly today ☔ #rdguk #weather #slough https://t.co/U1LZZEvAIH,you may need your brolly today ☔ #rdguk #weather #slough url,Non-disaster,0.27433717250823975,0.683407187461853,0.04225565493106842,-0.23208151757717133,Neutral
3321,deluge,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. J… https://t.co/TxGYDMgxH2","#training 💻 learn about deluge scripting, third-party app integration, ai, mobile sdks in creator, and much more. j… url",Non-disaster,0.003906972240656614,0.7533227801322937,0.2427702397108078,0.23886326747015119,Neutral
3332,deluge,Pro #CAA deluge in Kharge's backyard. #SupportCAA https://t.co/eJ8wxa5BS4,pro #caa deluge in kharge's backyard. #supportcaa url,Non-disaster,0.045692626386880875,0.7655458450317383,0.18876154720783234,0.14306892082095146,Neutral
3350,deluge,He seems to be crumbling more rapidly now. There is a deluge of bad news for him and I don't think he's coping…,he seems to be crumbling more rapidly now. there is a deluge of bad news for him and i don't think he's coping…,Non-disaster,0.9153778553009033,0.07767748087644577,0.006944640073925257,-0.9084332152269781,Negative
3358,deluge,Before the #Tuesday #podcast deluge hits be sure to check out our interviews with (27:40) and …,before the #tuesday #podcast deluge hits be sure to check out our interviews with (27:40) and …,Non-disaster,0.013533453457057476,0.8561155796051025,0.13035094738006592,0.11681749392300844,Neutral
3361,deluge,"#MovieMonday #OurHospitality, 1923 is #BusterKeaton’s 1st masterpiece, said #RogerEbert &amp; there was a deluge of positi…","#moviemonday #ourhospitality, 1923 is #busterkeaton’s 1st masterpiece, said #rogerebert &amp; there was a deluge of positi…",Non-disaster,0.006280629895627499,0.33092236518859863,0.6627969741821289,0.6565163442865014,Positive
3365,deluge,"I haven't noticed much of a difference between that and the former, but more importantly, the latter is… https://t.co/ll4M1pXY4J","i haven't noticed much of a difference between that and the former, but more importantly, the latter is… url",Non-disaster,0.11781585216522217,0.772092342376709,0.11009184271097183,-0.007724009454250336,Neutral
3409,demolish,"RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/TRPir0qoP…","rt palestinechron ""#israel to demolish homes of #palestinian #prisoners in #westbank #warcrimes url",Disaster-related,0.5662364363670349,0.4213196337223053,0.012443959712982178,-0.5537924766540527,Negative
3412,demolish,"#Anna's letter to an ally📰📨: ""Recently I had to demolish my grandfather's work, literally. What #Meghan and #Harry wan…","#anna's letter to an ally📰📨: ""recently i had to demolish my grandfather's work, literally. what #meghan and #harry wan…",Non-disaster,0.3541940152645111,0.618699848651886,0.02710612677037716,-0.32708788849413395,Neutral
3415,demolish,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few d…,israel moves to demolish the house belonging to the parents of a palestinian prisoner in jenin — they have just a few d…,Disaster-related,0.7971178293228149,0.19807086884975433,0.0048113055527210236,-0.7923065237700939,Negative
3424,demolish,Israeli authorities order Jerusalemite to demolish his home Via PIC https://t.co/MJ49qYbHKf,israeli authorities order jerusalemite to demolish his home via pic url,Non-disaster,0.631485104560852,0.3611612319946289,0.007353716529905796,-0.6241313880309463,Negative
3432,demolish,"A primary school mathematics textbook in India has a question: ""If 15 kar sevaks (Hindu volunteers) demolish the Babri mo…","a primary school mathematics textbook in india has a question: ""if 15 kar sevaks (hindu volunteers) demolish the babri mo…",Non-disaster,0.17119552195072174,0.8093829154968262,0.019421538338065147,-0.1517739836126566,Neutral
3436,demolish,I have always liked Warren but I think Bernie would absolutely demolish Trump in the biggest mutha effen… https://t.co/JAZEaHCCzH,i have always liked warren but i think bernie would absolutely demolish trump in the biggest mutha effen… url,Non-disaster,0.028310570865869522,0.14604736864566803,0.8256421089172363,0.7973315380513668,Positive
3437,demolish,As you tweet this why is your administration in court trying to demolish the pre existing conditio… https://t.co/yfA3IalbLF,as you tweet this why is your administration in court trying to demolish the pre existing conditio… url,Non-disaster,0.621253490447998,0.36820241808891296,0.010544073767960072,-0.610709416680038,Negative
3446,demolished,Supreme Court judges play dirty games!! One set of judgement for elite one set of judgement for poor.. 5 Maradu fla… https://t.co/ElmkF0HOgq,supreme court judges play dirty games!! one set of judgement for elite one set of judgement for poor.. 5 maradu fla… url,Non-disaster,0.7836506366729736,0.20201069116592407,0.01433868333697319,-0.7693119533360004,Negative
3471,demolished,"Bill Brandt: ‘In the Public Bar, at Charlie Brown's, Limehouse c. 1942’ Aka the Railway Tavern the pub was on the corner of Ga…","bill brandt: ‘in the public bar, at charlie brown's, limehouse c. 1942’ aka the railway tavern the pub was on the corner of ga…",Non-disaster,0.007147349417209625,0.949719250202179,0.04313329979777336,0.035985950380563736,Neutral
3472,demolished,Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an israeli air stri…,abu amrah family from #gaza strip have been homeless for two months after their house was demolished by an israeli air stri…,Disaster-related,0.8521037697792053,0.1421457678079605,0.005750438664108515,-0.8463533311150968,Negative
3484,demolished,Dome Being Removed From A Mosque in #China https://t.co/37pcWYrshC #Islam #Chinazi https://t.co/36lj0buoJq,dome being removed from a mosque in #china url #islam #chinazi url,Non-disaster,0.3538748323917389,0.6343367695808411,0.01178840734064579,-0.3420864250510931,Neutral
3485,demolished,"Justice Mishra said the court would like to keep an eye on the goings-on in the case, especially while the debris of the dem…","justice mishra said the court would like to keep an eye on the goings-on in the case, especially while the debris of the dem…",Non-disaster,0.019449520856142044,0.9095756411552429,0.07097482681274414,0.0515253059566021,Neutral
3490,demolished,"Totally agree, in Melbourne so many buildings are just being demolished with just leaving the facade… https://t.co/lIWojTdwgH","totally agree, in melbourne so many buildings are just being demolished with just leaving the facade… url",Non-disaster,0.7628800868988037,0.21347132325172424,0.02364853397011757,-0.7392315529286861,Negative
3494,demolished,"Orpington, 02:01hrs: Direct hit by a DIVER (Flying bomb) on 102/104 Court Rd. Five two-storey semi-detached houses… https://t.co/hRCWwZiqWh","orpington, 02:01hrs: direct hit by a diver (flying bomb) on 102/104 court rd. five two-storey semi-detached houses… url",Non-disaster,0.27763599157333374,0.7074632048606873,0.014900757931172848,-0.2627352336421609,Neutral
3505,demolished,Ch Tanveer's (PML-N Senator) house in Islamabad being demolished cos built on encroached land. https://t.co/yiJLixS2iI,ch tanveer's (pml-n senator) house in islamabad being demolished cos built on encroached land. url,Non-disaster,0.6684495210647583,0.3220224380493164,0.00952803436666727,-0.658921486698091,Negative
3506,demolished,© 一encounter during their life. Since the dusk when the uknown feminine silverette had his pride as musician bein… https://t.co/VIf1n3GduN,© 一encounter during their life. since the dusk when the uknown feminine silverette had his pride as musician bein… url,Non-disaster,0.015117204748094082,0.9106496572494507,0.07423309236764908,0.059115887619554996,Neutral
3512,demolished,"Explained: What are CRZ rules which the demolished Maradu flats violated? | Explained News,The Indian Express https://t.co/oC7b9kq7AE","explained: what are crz rules which the demolished maradu flats violated? | explained news,the indian express url",Non-disaster,0.19534124433994293,0.7903937101364136,0.014265044592320919,-0.181076199747622,Neutral
3524,demolition,Who is going 2 demolition him if I my ask😊😊,who is going 2 demolition him if i my ask😊😊,Non-disaster,0.06487260013818741,0.680173933506012,0.25495344400405884,0.19008084386587143,Neutral
3526,demolition,"So, the Russian influence? Or the cost of Brexit so far? Or Jennifer Arcuri? Or Cambridge Ana… https://t.co/fWWijX4pEh","so, the russian influence? or the cost of brexit so far? or jennifer arcuri? or cambridge ana… url",Non-disaster,0.13795988261699677,0.8483789563179016,0.013661143369972706,-0.12429873924702406,Neutral
3535,demolition,My prayers are with settlers in the Awayaso East Municipal Assembly being affected by the demolition exercise execu… https://t.co/nsm4DLxNqo,my prayers are with settlers in the awayaso east municipal assembly being affected by the demolition exercise execu… url,Non-disaster,0.5382805466651917,0.43727025389671326,0.024449197575449944,-0.5138313490897417,Negative
3550,demolition,No comment! I rather have questions. Q1- Had provision been made for them where they will s… https://t.co/veUqQMBCUx,no comment! i rather have questions. q1- had provision been made for them where they will s… url,Non-disaster,0.08044489473104477,0.8528681397438049,0.06668698787689209,-0.01375790685415268,Neutral
3553,demolition,Demolition well under way at the Riviera Bay Holiday Park - getting ready for summer #teamworking #demolition… https://t.co/osKfG6Gs6w,demolition well under way at the riviera bay holiday park - getting ready for summer #teamworking #demolition… url,Non-disaster,0.003262493060901761,0.3539445400238037,0.6427929401397705,0.6395304470788687,Positive
3564,demolition,"21 housing units for Judges after demolition of eight bungalows at Ridge https://t.co/bdpr1IYtdT""",21 housing units for judges after demolition of eight bungalows at ridge url,Non-disaster,0.09954828023910522,0.8770720958709717,0.023379577323794365,-0.07616870291531086,Neutral
3565,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . In cases where tenants developed the propert… https://t.co/YS2sewbDWN,#morningcrossfire: demolition of buildings for flyover construction . in cases where tenants developed the propert… url,Non-disaster,0.21481579542160034,0.7714039087295532,0.013780300505459309,-0.20103549491614103,Neutral
3571,demolition,"""Once the [scrapping] sale contract has been signed and the deal done, you have to ask how much else is expected of… https://t.co/nCJ2pPW5sb","""once the [scrapping] sale contract has been signed and the deal done, you have to ask how much else is expected of… url",Non-disaster,0.04586242139339447,0.9258067607879639,0.02833089977502823,-0.01753152161836624,Neutral
3574,derail,"Wait until #IR35 kicks in and they will see how much the economy will shrink! you have no idea! , yo…","wait until #ir35 kicks in and they will see how much the economy will shrink! you have no idea! , yo…",Non-disaster,0.7760301828384399,0.18255777657032013,0.041412003338336945,-0.734618179500103,Negative
3583,derail,Of course I understand. What she doesn't understand is that consent to sex is not consen… https://t.co/b1IDK1POxq,of course i understand. what she doesn't understand is that consent to sex is not consen… url,Non-disaster,0.35450103878974915,0.6136135458946228,0.031885500997304916,-0.32261553779244423,Neutral
3592,derail,A subtle design feature of the AR-15 rifle has raised a technical legal question that is derailing cases against people…,a subtle design feature of the ar-15 rifle has raised a technical legal question that is derailing cases against people…,Non-disaster,0.5565074682235718,0.42861831188201904,0.014874223619699478,-0.5416332446038723,Negative
3597,derail,"Meta meta will as usual derail in his despotic address, no meaningful address.","meta meta will as usual derail in his despotic address, no meaningful address.",Non-disaster,0.8043088316917419,0.18094730377197266,0.014743846841156483,-0.7895649848505855,Negative
3610,derail,I am sick of reporters saying Trump is once again bending the truth. On healthcare. On Iran. On whatever. No. He is lying.…,i am sick of reporters saying trump is once again bending the truth. on healthcare. on iran. on whatever. no. he is lying.…,Non-disaster,0.9097598195075989,0.08350857347249985,0.006731597241014242,-0.9030282222665846,Negative
3620,derail,Heard on the Street: Deteriorating relations with Beijing won’t derail Taiwan’s fundamental strengths https://t.co/1qaeWPDll8,heard on the street: deteriorating relations with beijing won’t derail taiwan’s fundamental strengths url,Non-disaster,0.02535194717347622,0.8330821394920349,0.14156591892242432,0.1162139717489481,Neutral
3627,derail,Design of AR-15 could derail charges tied to popular rifle https://t.co/EspTkDPLAg https://t.co/ZZIqsrQeVH,design of ar-15 could derail charges tied to popular rifle url url,Non-disaster,0.6224001049995422,0.36640506982803345,0.011194790713489056,-0.6112053142860532,Negative
3637,derailed,"French designer cancels Paris fashion show, derailed by strike chaos https://t.co/FEQyF8iMGu","french designer cancels paris fashion show, derailed by strike chaos url",Non-disaster,0.7293779850006104,0.2627704441547394,0.007851619273424149,-0.7215263657271862,Negative
3646,derailed,"Guest lecturing for at at 9 this morning, which is, of course, why a freight train der… https://t.co/Y5nnYXGEnH","guest lecturing for at at 9 this morning, which is, of course, why a freight train der… url",Disaster-related,0.013983373530209064,0.9431679248809814,0.04284878447651863,0.028865410946309566,Neutral
3661,derailed,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D","good morning, there is a derailed freight train at hitchin, this is being investigated ^d",Disaster-related,0.26180407404899597,0.698265552520752,0.0399303175508976,-0.22187375649809837,Neutral
3675,derailed,"Welcome back Marketa Vondrousova. The 20yo Roland Garros finalist wins in her 1st match since Wimbledon, 63 60 over Tatian…","welcome back marketa vondrousova. the 20yo roland garros finalist wins in her 1st match since wimbledon, 63 60 over tatian…",Non-disaster,0.001431443146429956,0.11360500752925873,0.8849635124206543,0.8835320692742243,Positive
3682,derailed,😭😭My studies have derailed my self-esteem &amp; sometimes think I'm dumb...I'm on my 3rd level &amp; was thinking of…,😭😭my studies have derailed my self-esteem &amp; sometimes think i'm dumb...i'm on my 3rd level &amp; was thinking of…,Non-disaster,0.9339928030967712,0.059816766530275345,0.006190471351146698,-0.9278023317456245,Negative
3687,derailed,"Me: Trump locking children in cages apart from their families is wrong. Boomer: Yeah, but Obama built the cages. Me: ... so?…","me: trump locking children in cages apart from their families is wrong. boomer: yeah, but obama built the cages. me: ... so?…",Non-disaster,0.6760845184326172,0.3069068491458893,0.01700868085026741,-0.6590758375823498,Negative
3706,derailed,"The headline on CNN ALL DAY today had ""Bernie says a woman can't win the Presidency"" on th… https://t.co/mdBJ5CWpk0","the headline on cnn all day today had ""bernie says a woman can't win the presidency"" on th… url",Non-disaster,0.162517249584198,0.7935192584991455,0.0439634844660759,-0.1185537651181221,Neutral
3710,derailed,"Oh dear, our conversation has completely derailed, has it not?","oh dear, our conversation has completely derailed, has it not?",Non-disaster,0.8494957089424133,0.13764618337154388,0.012858062982559204,-0.8366376459598541,Negative
3718,derailment,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight train derailm…","hi ally, i'm very sorry about this, we are running a reduced service at the moment due to the freight train derailm…",Disaster-related,0.8364793658256531,0.15446072816848755,0.009059925563633442,-0.8274194402620196,Negative
3725,derailment,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having to run thro…","hi emily, we are having to run a reduced service due to the derailment, some services are having to run thro…",Disaster-related,0.5415375828742981,0.4463525414466858,0.0121099092066288,-0.5294276736676693,Negative
3748,derailment,We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doesn'…,we have been stuck at baldock for over 20 minutes now due to the derailment at hitchin and our driver doesn'…,Disaster-related,0.8383179306983948,0.15510550141334534,0.006576534826308489,-0.8317413958720863,Negative
3754,derailment,How does what appears to be a fairly recent derailment in Hitchin cause the 6:51 KGX to CBG to be cancelled?,how does what appears to be a fairly recent derailment in hitchin cause the 6:51 kgx to cbg to be cancelled?,Non-disaster,0.589651346206665,0.4031718373298645,0.007176886312663555,-0.5824744598940015,Negative
3755,derailment,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing some delays.…","hi there, a freight train has experienced a low speed derailment in the hitchin area which is causing some delays.…",Disaster-related,0.655144214630127,0.3356107175350189,0.009245051071047783,-0.6458991635590792,Negative
3762,derailment,Is it true there's been a derailment at Hitchin?,is it true there's been a derailment at hitchin?,Non-disaster,0.4158349633216858,0.574193000793457,0.009972008876502514,-0.4058629544451833,Neutral
3778,derailment,"Come for the laughs (both yours and ours), but stick around f… https://t.co/fzLpvyjAiV","come for the laughs (both yours and ours), but stick around f… url",Non-disaster,0.014709701761603355,0.39779990911483765,0.587490439414978,0.5727807376533747,Positive
3798,desolate,The current political situation is making us feel hopeless and #FreeNazanin feels desolate. She got taken to the prison c…,the current political situation is making us feel hopeless and #freenazanin feels desolate. she got taken to the prison c…,Non-disaster,0.9346819519996643,0.06110038980841637,0.004217719193547964,-0.9304642328061163,Negative
3801,desolate,The medium is perfect for the atmosphere and… https://t.co/5JL9jf5YpN,the medium is perfect for the atmosphere and… url,Non-disaster,0.0025231291074305773,0.03930898383259773,0.9581678509712219,0.9556447218637913,Positive
3802,desolate,This theory would also explain why we suddenly see taehyung on april 11th in the epilogue instead of jin. alternat… https://t.co/GqIGDCDg13,this theory would also explain why we suddenly see taehyung on april 11th in the epilogue instead of jin. alternat… url,Non-disaster,0.03745126351714134,0.9316723942756653,0.03087640181183815,-0.006574861705303192,Neutral
3823,desolation,Musician or band contact us https://t.co/NKsqkdxHTE Don't stop the music on #tiorr2 Behind The Eyes by Dying Desola… https://t.co/5Lto4YzJ7E,musician or band contact us url don't stop the music on #tiorr2 behind the eyes by dying desola… url,Non-disaster,0.013929083943367004,0.827123761177063,0.15894724428653717,0.14501816034317017,Neutral
3829,desolation,it already has. it's a desolation.,it already has. it's a desolation.,Non-disaster,0.6679835915565491,0.31182825565338135,0.02018818072974682,-0.6477954108268023,Negative
3846,destroy,Chris Hansen isn't a doxer because he TMZ'd over to Onision's house to confront him. This wasn't some kind of crazy op…,chris hansen isn't a doxer because he tmz'd over to onision's house to confront him. this wasn't some kind of crazy op…,Non-disaster,0.26135677099227905,0.6845859885215759,0.05405720695853233,-0.20729956403374672,Neutral
3847,destroy,I deeply respect you but have to disagree. The staff may have spread her “word” but I put 100% blame on …,i deeply respect you but have to disagree. the staff may have spread her “word” but i put 100% blame on …,Non-disaster,0.5056967735290527,0.4697299003601074,0.024573370814323425,-0.4811234027147293,Negative
3850,destroy,i want himejima to destroy me,i want himejima to destroy me,Non-disaster,0.8588030934333801,0.11890244483947754,0.022294461727142334,-0.8365086317062378,Negative
3852,destroy,45 year high unemployment + 6 year high retail inflation + 60% vegetable inflation rate + high fuel prices + rising pr…,45 year high unemployment + 6 year high retail inflation + 60% vegetable inflation rate + high fuel prices + rising pr…,Non-disaster,0.6861238479614258,0.29535457491874695,0.018521510064601898,-0.6676023378968239,Negative
3854,destroy,One guilty verdict is all that is needed to get him out of Parliament. Then the mass anarchy needs to be promoted by s…,one guilty verdict is all that is needed to get him out of parliament. then the mass anarchy needs to be promoted by s…,Non-disaster,0.7305638194084167,0.25702783465385437,0.01240832544863224,-0.7181554939597845,Negative
3872,destroy,God destroy an entire city because of sexual immorality amongst many other sins. My Bible say all liar… https://t.co/hphtLa5RnZ,god destroy an entire city because of sexual immorality amongst many other sins. my bible say all liar… url,Non-disaster,0.9332549571990967,0.0606050118803978,0.006140008103102446,-0.9271149490959942,Negative
3885,destroy,"For EXO-L all over the world !? If you stop liking it, friends, please don't throw away the album and destroy the merch…","for exo-l all over the world !? if you stop liking it, friends, please don't throw away the album and destroy the merch…",Non-disaster,0.4843549430370331,0.46689552068710327,0.04874957352876663,-0.43560536950826645,Negative
3886,destroy,Macron has his globalists buddies giving instructions to destroy any sence of freedom.,macron has his globalists buddies giving instructions to destroy any sence of freedom.,Non-disaster,0.8411904573440552,0.14833156764507294,0.010477878153324127,-0.830712579190731,Negative
3904,destroy,"""Inside Parliament, things which should have been said, were not said and that is why people are out on the streets… https://t.co/yFmj1jlF2r","""inside parliament, things which should have been said, were not said and that is why people are out on the streets… url",Non-disaster,0.7533721327781677,0.2391907274723053,0.0074371895752847195,-0.745934943202883,Negative
3908,destroy,How can Pelosi or Waters even show their faces? They try to destroy a President who has improved our country but allowed t…,how can pelosi or waters even show their faces? they try to destroy a president who has improved our country but allowed t…,Non-disaster,0.8989919424057007,0.09100426733493805,0.010003812611103058,-0.8889881297945976,Negative
3916,destroyed,The true definition of hypocrisy is found in the lack of character of Bill Clinton. He can take million…,the true definition of hypocrisy is found in the lack of character of bill clinton. he can take million…,Non-disaster,0.9054445624351501,0.08656847476959229,0.007986897602677345,-0.8974576648324728,Negative
3919,destroyed,"We have destroyed crops and aquatic resources, damages to properties, and livelihood of people that has been tempora…","we have destroyed crops and aquatic resources, damages to properties, and livelihood of people that has been tempora…",Non-disaster,0.9118083119392395,0.08192968368530273,0.006262016482651234,-0.9055462954565883,Negative
3921,destroyed,MENTAL HEALTH TRIGGER I have disabled people contact me about wanting to end their lives because of the election resul…,mental health trigger i have disabled people contact me about wanting to end their lives because of the election resul…,Non-disaster,0.9212953448295593,0.07462432235479355,0.004080323968082666,-0.9172150208614767,Negative
3923,destroyed,"Not all #Muslims are alowed to freely recite the #Quran. In #China the government heavily oppresses Muslims,…","not all #muslims are alowed to freely recite the #quran. in #china the government heavily oppresses muslims,…",Non-disaster,0.7391507625579834,0.2535581886768341,0.007291072979569435,-0.731859689578414,Negative
