id,keyword,text,target
3027,danger,"""president"" Trump is: A clear and present danger to these United States of America An… https://t.co/sBc9xU6JXT",0
3041,danger,#MoscowMitch Is Clearly A Present Danger to US Constitution.,0
3053,dead,"Pray this Prayer: Dear God, I believe Jesus is your Son who came to live without sinning yet die from my sins &amp; He rose from t…",0
3057,dead,At least 56 people dead in #Pakistani administered #Kashmir #NeelumValley after avalanches hit scores of houses. Authorit…,1
3062,dead,Why can I hella relate to this Beck and Joe situation like shit dead ass on point 🙃🙃🙃 lmao literally the exact same shit,0
3067,dead,World’s sickest man??? :( https://t.co/syTZSu7IKR,0
3078,dead,.: We took one of the world’s deadliest terrorists off the battlefield for good. The Iranian regime and its proxie…,0
3088,dead,Avalanches in #Pakistan kill 57 people https://t.co/JgrUDpMet3,1
3108,death,The SC hearing on the two convicts' curative petitions took place days after a Delhi court issued 'death warrants' for the…,0
3120,death,"WRONG. Intifada is Arabic. NOT Hebrew. And it IS an Islamic slogan! ""Intifada denotes struggle of Abu Ammar, first martyr o…",0
3149,death,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1
3151,death,"I’ve been keeping it together relatively well betw exams, the planet dying, family drama but now there’s no hot wat… https://t.co/H8AfCcHSmu",0
3158,death,"even though i walk through the shadow of of death, i shall fear no evil... opuwo https://t.co/AcduVfh5Po",0
3159,death,"I would eat myself to death, it sounds so divine!!!",0
3171,death,"So Mwangi Kiunjuri is the locust that he told us was supposed to be sprayed? Finally, President Uhuru Kenyatta has spra…",0
3186,deaths,Deaths toll Increase 47 killed due to Heavy Snow and #avalunch in #NeelumValley #Pakistan administered #Kashmir,1
3215,deaths,"Marijuana is illegal but has never caused any deaths from usage, Cigarettes kills millions and they are legal and can be purchase…",0
3216,deaths,"University psychiatrist: Trump 'may be responsible for many more million deaths' than Hitler, Stalin, and Mao https://t.co/eKIS6ighb8",0
3222,deaths,When people like the president engage in disinformation - it is an attack against us all. It isn't normal or harmless…,0
3223,deaths,A temperature increase of 1.5 degrees Celsius or 2.7 degrees Fahrenheit — as predicted under the Paris Climate Agreement without…,0
3227,deaths,15% of cancer deaths are from Nigeria ― Osinbajo Read more at: https://t.co/0uyqT7bSFd,0
3233,deaths,"""do you think bruno blamed himself for their deaths?"" https://t.co/JX5C9GaucX",0
3242,deaths,The definition doesn't say there should be deaths in order for it to be a tragedy. But deaths often do occur be…,0
3246,deaths,"At what stage does a private company get stripped of its contract.? Is abuse of patients, unsafe services resulting in de…",0
3255,debris,Pigeon and tree debris in roadway / bike lane. 99W Barbur Blvd northbound next to Barbur Transit Center near Capit… https://t.co/Jf33bUrciy,1
3256,debris,"Hello everyone. Tito Sotto is wrong. Cloud seeding is not instantaneous, any clouds would be blown in the same directio…",0
3264,debris,"😑😐😶 Taal volcano, located 70 km from Manila, Philippines. In addition to the eruption itself, the so-called volcanic tsunami…",1
3275,debris,Watch out for debris on the roads today 🍃🍃 https://t.co/kePfDBWx7w,0
3283,debris,Birds usually confuse shreds of plastic bags for food and end up eating the toxic debris. #ZeroPlasticRun #IamRespons…,0
3284,debris,"#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…",1
3285,debris,"Particularly bad result here at SW Vesta. Poor parking, bike lane and sidewalk covered with tree debris. We're ma… https://t.co/QgVGPXJYXn",0
3287,debris,Senate President Vicente Sotto III is proposing that cloud seeding operations be conducted in areas affected by the rec…,0
3290,debris,Senate President Tito Sotto: I'm proposing cloud seeding action in the Taal Volcano affected areas and not wait for the rai…,0
3301,deluge,That figure was for the Brexit Festival. More figure manipulation by the r… https://t.co/aZEkXngX3v,0
3303,deluge,"in his opinion states that if NERC has found it necessary to increase the tarrif, this may lead to a… https://t.co/E0TUP5Zepl",0
3304,deluge,"This was before #MurdochDerangementSyndrome hit our shores, a strong -ve IOD led to a cold and wet winter/spring. https://t.co/22zq6hQR8B",0
3316,deluge,You may need your brolly today ☔ #rdguk #weather #slough https://t.co/U1LZZEvAIH,0
3321,deluge,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. J… https://t.co/TxGYDMgxH2",0
3332,deluge,Pro #CAA deluge in Kharge's backyard. #SupportCAA https://t.co/eJ8wxa5BS4,0
3350,deluge,He seems to be crumbling more rapidly now. There is a deluge of bad news for him and I don't think he's coping…,0
3358,deluge,Before the #Tuesday #podcast deluge hits be sure to check out our interviews with (27:40) and …,0
3361,deluge,"#MovieMonday #OurHospitality, 1923 is #BusterKeaton’s 1st masterpiece, said #RogerEbert &amp; there was a deluge of positi…",0
3365,deluge,"I haven't noticed much of a difference between that and the former, but more importantly, the latter is… https://t.co/ll4M1pXY4J",0
3409,demolish,"RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/TRPir0qoP…",1
3412,demolish,"#Anna's letter to an ally📰📨: ""Recently I had to demolish my grandfather's work, literally. What #Meghan and #Harry wan…",0
3415,demolish,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few d…,1
3424,demolish,Israeli authorities order Jerusalemite to demolish his home Via PIC https://t.co/MJ49qYbHKf,0
3432,demolish,"A primary school mathematics textbook in India has a question: ""If 15 kar sevaks (Hindu volunteers) demolish the Babri mo…",0
3436,demolish,I have always liked Warren but I think Bernie would absolutely demolish Trump in the biggest mutha effen… https://t.co/JAZEaHCCzH,0
3437,demolish,As you tweet this why is your administration in court trying to demolish the pre existing conditio… https://t.co/yfA3IalbLF,0
3446,demolished,Supreme Court judges play dirty games!! One set of judgement for elite one set of judgement for poor.. 5 Maradu fla… https://t.co/ElmkF0HOgq,0
3471,demolished,"Bill Brandt: ‘In the Public Bar, at Charlie Brown's, Limehouse c. 1942’ Aka the Railway Tavern the pub was on the corner of Ga…",0
3472,demolished,Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an israeli air stri…,1
3484,demolished,Dome Being Removed From A Mosque in #China https://t.co/37pcWYrshC #Islam #Chinazi https://t.co/36lj0buoJq,0
3485,demolished,"Justice Mishra said the court would like to keep an eye on the goings-on in the case, especially while the debris of the dem…",0
3490,demolished,"Totally agree, in Melbourne so many buildings are just being demolished with just leaving the facade… https://t.co/lIWojTdwgH",0
3494,demolished,"Orpington, 02:01hrs: Direct hit by a DIVER (Flying bomb) on 102/104 Court Rd. Five two-storey semi-detached houses… https://t.co/hRCWwZiqWh",0
3505,demolished,Ch Tanveer's (PML-N Senator) house in Islamabad being demolished cos built on encroached land. https://t.co/yiJLixS2iI,0
3506,demolished,© 一encounter during their life. Since the dusk when the uknown feminine silverette had his pride as musician bein… https://t.co/VIf1n3GduN,0
3512,demolished,"Explained: What are CRZ rules which the demolished Maradu flats violated? | Explained News,The Indian Express https://t.co/oC7b9kq7AE",0
3524,demolition,Who is going 2 demolition him if I my ask😊😊,0
3526,demolition,"So, the Russian influence? Or the cost of Brexit so far? Or Jennifer Arcuri? Or Cambridge Ana… https://t.co/fWWijX4pEh",0
3535,demolition,My prayers are with settlers in the Awayaso East Municipal Assembly being affected by the demolition exercise execu… https://t.co/nsm4DLxNqo,0
3550,demolition,No comment! I rather have questions. Q1- Had provision been made for them where they will s… https://t.co/veUqQMBCUx,0
3553,demolition,Demolition well under way at the Riviera Bay Holiday Park - getting ready for summer #teamworking #demolition… https://t.co/osKfG6Gs6w,0
3564,demolition,"21 housing units for Judges after demolition of eight bungalows at Ridge https://t.co/bdpr1IYtdT""",0
3565,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . In cases where tenants developed the propert… https://t.co/YS2sewbDWN,0
3571,demolition,"""Once the [scrapping] sale contract has been signed and the deal done, you have to ask how much else is expected of… https://t.co/nCJ2pPW5sb",0
3574,derail,"Wait until #IR35 kicks in and they will see how much the economy will shrink! you have no idea! , yo…",0
3583,derail,Of course I understand. What she doesn't understand is that consent to sex is not consen… https://t.co/b1IDK1POxq,0
3592,derail,A subtle design feature of the AR-15 rifle has raised a technical legal question that is derailing cases against people…,0
3597,derail,"Meta meta will as usual derail in his despotic address, no meaningful address.",0
3610,derail,I am sick of reporters saying Trump is once again bending the truth. On healthcare. On Iran. On whatever. No. He is lying.…,0
3620,derail,Heard on the Street: Deteriorating relations with Beijing won’t derail Taiwan’s fundamental strengths https://t.co/1qaeWPDll8,0
3627,derail,Design of AR-15 could derail charges tied to popular rifle https://t.co/EspTkDPLAg https://t.co/ZZIqsrQeVH,0
3637,derailed,"French designer cancels Paris fashion show, derailed by strike chaos https://t.co/FEQyF8iMGu",0
3646,derailed,"Guest lecturing for at at 9 this morning, which is, of course, why a freight train der… https://t.co/Y5nnYXGEnH",1
3661,derailed,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1
3675,derailed,"Welcome back Marketa Vondrousova. The 20yo Roland Garros finalist wins in her 1st match since Wimbledon, 63 60 over Tatian…",0
3682,derailed,😭😭My studies have derailed my self-esteem &amp; sometimes think I'm dumb...I'm on my 3rd level &amp; was thinking of…,0
3687,derailed,"Me: Trump locking children in cages apart from their families is wrong. Boomer: Yeah, but Obama built the cages. Me: ... so?…",0
3706,derailed,"The headline on CNN ALL DAY today had ""Bernie says a woman can't win the Presidency"" on th… https://t.co/mdBJ5CWpk0",0
3710,derailed,"Oh dear, our conversation has completely derailed, has it not?",0
3718,derailment,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight train derailm…",1
3725,derailment,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having to run thro…",1
3748,derailment,We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doesn'…,1
3754,derailment,How does what appears to be a fairly recent derailment in Hitchin cause the 6:51 KGX to CBG to be cancelled?,0
3755,derailment,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing some delays.…",1
3762,derailment,Is it true there's been a derailment at Hitchin?,0
3778,derailment,"Come for the laughs (both yours and ours), but stick around f… https://t.co/fzLpvyjAiV",0
3798,desolate,The current political situation is making us feel hopeless and #FreeNazanin feels desolate. She got taken to the prison c…,0
3801,desolate,The medium is perfect for the atmosphere and… https://t.co/5JL9jf5YpN,0
3802,desolate,This theory would also explain why we suddenly see taehyung on april 11th in the epilogue instead of jin. alternat… https://t.co/GqIGDCDg13,0
3823,desolation,Musician or band contact us https://t.co/NKsqkdxHTE Don't stop the music on #tiorr2 Behind The Eyes by Dying Desola… https://t.co/5Lto4YzJ7E,0
3829,desolation,it already has. it's a desolation.,0
3846,destroy,Chris Hansen isn't a doxer because he TMZ'd over to Onision's house to confront him. This wasn't some kind of crazy op…,0
3847,destroy,I deeply respect you but have to disagree. The staff may have spread her “word” but I put 100% blame on …,0
3850,destroy,i want himejima to destroy me,0
3852,destroy,45 year high unemployment + 6 year high retail inflation + 60% vegetable inflation rate + high fuel prices + rising pr…,0
3854,destroy,One guilty verdict is all that is needed to get him out of Parliament. Then the mass anarchy needs to be promoted by s…,0
3872,destroy,God destroy an entire city because of sexual immorality amongst many other sins. My Bible say all liar… https://t.co/hphtLa5RnZ,0
3885,destroy,"For EXO-L all over the world !? If you stop liking it, friends, please don't throw away the album and destroy the merch…",0
3886,destroy,Macron has his globalists buddies giving instructions to destroy any sence of freedom.,0
3904,destroy,"""Inside Parliament, things which should have been said, were not said and that is why people are out on the streets… https://t.co/yFmj1jlF2r",0
3908,destroy,How can Pelosi or Waters even show their faces? They try to destroy a President who has improved our country but allowed t…,0
3916,destroyed,The true definition of hypocrisy is found in the lack of character of Bill Clinton. He can take million…,0
3919,destroyed,"We have destroyed crops and aquatic resources, damages to properties, and livelihood of people that has been tempora…",0
3921,destroyed,MENTAL HEALTH TRIGGER I have disabled people contact me about wanting to end their lives because of the election resul…,0
3923,destroyed,"Not all #Muslims are alowed to freely recite the #Quran. In #China the government heavily oppresses Muslims,…",0
3936,destroyed,There is a reason why Trump loves the poorly educated. Only they would believe he actually saved pre-existing conditio…,0
3949,destroyed,'A Hindu cannot be a Jinnah. Not a single Hindu king destroyed a mosque or a temple. A Hindu is always secular &amp; does not att…,0
3952,destroyed,The streets of Iran are filled with thankful people who are very glad a madman has been destroyed. They are a…,0
3956,destroyed,"Nowadays, Sid’s game is completely being destroyed by Sana! Just like Diandra messed up Gautam’s game for a week! All we se…",0
3961,destroyed,"If AJY was found out that he’s not guilty, then why X1 need to disband? From the start they didn’t deserve to bear all this shi…",0
3964,destroyed,Government set to revise total number of hectares destroyed during bushfire season to 17 million after millions of hectar…,1
3980,destruction,she has aspergers and has helped more individuals and let many of the youth and adults to take action towards climate chan…,0
3983,destruction,"Hours of searching through nothing but death and destruction, then we found you and it was all worth it #AustralianFir…",0
3993,destruction,"$TSLA More stupid than the other. Capital destruction at its finest. In 2y Tesla is trading below 100, https://t.co/vw9NUQIKcy",0
3994,destruction,"As we grapple w. mass extinction of species, destruction of cities &amp; displacement of millions due to natural disasters, th…",0
3995,destruction,At our weekly meeting tonight we will meet representatives of who will answer our questions about the des…,0
4002,destruction,Everytime I see them it reminds me how worthless and foul are these creatures. And how fool are we that let them ruined the wh…,0
4005,destruction,Antonio Brown’s self-destruction dey pain. Idk why.,0
4012,destruction,There's nothing more frustrating than a polluting fossil-fuel-based company failing to make money out of their work. I mea…,0
4029,detonate,When Harry swaps places with aj to stay behind and detonate the bomb and says look after my little girl in armogedd… https://t.co/4E7nTZEjlZ,0
4033,detonate,"Admiral Cornhole about the unexploded torpedo: ""Looks bad, secondary detonation has started. I'd say about 15 minut… https://t.co/580kkW55Vq",0
4037,detonate,Stuck in between picking impact bomb to detonate the vulcan shield or taking C4 to play vertical / stop smoke-planting,0
4047,detonate,"#The40YearPlaylist #962 THAT PETROL EMOTION (Derry, Northern Ireland and London) 🇬🇧 #ThatPetrolEmotion… https://t.co/pqL0wnJ2ne",0
4055,detonate,If it detects that the wielder is a titanic dumkopf the energy spheres will detonate befo… https://t.co/PyRJXSNnP6,0
4059,detonate,lmao that would just instantly detonate craniums in the neoliberal world. Bernie's too good to do a mass murder tho.,0
4065,detonate,1) evacuate austrailia 2) gather up the combined nuclear stockpile of the world instead of shooting them at each o… https://t.co/UJlMGcdVrz,0
4067,detonate,"the classic bomb inside the creature (?, ""if you use it against me, I'm going to detonate it"", well, maybe not",0
4082,detonate,They will have a nuke soon. Why do you think UK wants to leave the EU... Migrants bring pro… https://t.co/QwUJQgJxyL,0
4086,devastated,Our country has been devastated by bushfires &amp; we need your help! 🔥 So that's why we're proud to announce The Down-Unde…,1
4087,devastated,Yea it was really hard for me because I started stanning 3 months before that happened. I was so d… https://t.co/ckqLZANKrT,0
4089,devastated,"Jae: “Do you play guitar, a little?” Amaya: “No, I just love you” HIS REACTION😭😭😭 I’M DEVASTATED😫♥️ https://t.co/w76RMVm4jV",0
4100,devastated,"As immature as it may sound, I would be devastated, like ur suppose to be my best/friend were u guys talking behind my Bak? Wh…",0
4104,devastated,I’m devastated https://t.co/RsmqbsEGki,0
4126,devastation,It blows my mind every single time I'm reminded that both Ireland and the Scottish Highlands had higher populations in…,0
4142,disaster,Iran’s President Hassan Rouhani said on Tuesday that everyone responsible for the accidental shooting down of a Ukr… https://t.co/PS2nHWJjdL,1
4146,disaster,"My mind is a disaster rn. We get DK and Levanter in English, I get to see Monsta X (which also means I get to see K… https://t.co/eHZJ2eULT7",0
4152,disaster,Makes sense. Better to be proactive and not need it than to be reactive and have a disaster on your hands.🤷‍♂️,0
4153,disaster,"Can someone please explain why “debt &amp; deficit disaster”, “pink batts”, “LNP better economic managers” got currency, &amp; mo…",0
4155,disaster,You can burn yourself out with your Warren/Bernie beef or you can direct your anger at a corporate media ecosystem that exis…,0
4166,disaster,"Pres. Trump's impeachment trial will be overseen by a judge he once called an “absolute disaster,” Chief Justice Roberts. …",0
4174,disaster,"Sputnik is delusional. They just ran a column saying that the U.S. somehow tricked Iranian air defense to shoot down PS752,…",0
4176,disaster,"So Friedman's 'high wall with smart gate' is both a valve and a device to separate energy from entropy, a way to ap… https://t.co/461vAYF4Lq",0
4193,disaster,Market fundamentalism has brought the world to the edge of environmental disaster. Yet Boris Johnson and his govern… https://t.co/xJuoTkJ94p,0
4201,displaced,The Children of #Idlib had no idea they would be displaced again while the world stays silent! #SOSIDLIB #WithId…,0
4202,displaced,"Wombats have been spotted exhibiting 'shepherding' behaviour, herding at risk animals to safety, sharing their burrows…",0
4209,displaced,I’ve seen this in action from NGO staff but also from journalists. After massive 2005 Kashmir earthquake I was work… https://t.co/haP2A09UwQ,0
4210,displaced,Got about 90% of my stuff moved back to my parents' place. Gotta gather the rest together so it can be moved tomor… https://t.co/ET93EVOL9D,0
4211,displaced,My first ever sighting of the little lorikeet (Parvipsitta pusilla). Shame it’s a dead one. Much of the wildlife that was…,0
4212,displaced,"#Sêmalka: Yesterday evening, a new batch of 120 displaced persons, coming from Burdah Rush camp in the region of Başûrê…",1
4220,displaced,"Wildlife officials have dropped more than 2 tons of food, mostly carrots and sweet potatoes, to help animals displaced by fires in…",1
4227,displaced,Who displaced and took over whom? https://t.co/6IE4hciOdn,0
4240,displaced,"Over 46, 377 people displaced (9,463 households) in #ElGeneina, West #Darfur according to the latest estimated figures of DTM…",1
4241,displaced,A look at the family names of the displaced from ELibya Whether the 200.000 in WLibya or the 200.000 in the diaspor… https://t.co/nysTd5KsQR,1
4243,displaced,An Afghan child stands in the cold holding bread at an Internal Displaced Persons camp in Kabul. According to the ministry o…,1
4252,displaced,"These farmers, and pet owners are suffering right now. They are displaced from their homes, seperated from their li… https://t.co/I06RzSFskJ",1
4253,displaced,What if boomers got to know that they can use Twitter to release their displaced anger instead of their children ?,0
4257,displaced,Ash fall from Taal stained my bag. The nightmares from Mt Pinatubo’s eruption are back. Lived through a catastrophe of this…,1
4262,drought,"Eight megadroughts are identified in eastern Australia including one 39 year drought (A.D. 1174–1212), which occurred during a…",1
4270,drought,With Locusts devastating the country at an unprecedented rate and a massive drought looming following the heavy rai… https://t.co/h2RrYpP1zg,0
4274,drought,This will further exacerbate the stress and malnutrition suffered by so many people on Newstart. It is more urgent than eve…,0
4285,drought,"5,000 feral camels culled in drought-hit Australia https://t.co/kt0qPlhAuK https://t.co/2IL9O7di34",1
4304,drought,"""Vegetable prices may soar 50 per cent as growers face perfect storm of bushfires and drought"" …",0
4305,drought,Twice drought is real. Here is how onces try to save themselves. A thread of twice as ✨ https://t.co/cGKn8vlabl,0
4318,drought,A super rugby pre-season match in Gladstone is aiming to help Central Queensland producers battling the drought. https://t.co/…,0
4322,drown,"Who will fix me now? Who will save me from myself? Please, don’t let me drown.",0
4327,drown,Eight migrant children drown off Turkey https://t.co/sCr9JSB9g2,1
4335,drown,Maybe this is all part of a plan so that these headlines can drown out the Margaret Court mess that's still to come? I got…,0
4336,drown,"Fortunately Bella was saved, but they're trying to get the maximum sentence for those who tried to kill her. PETIT… https://t.co/quQFBd2zZ8",1
4339,drown,dont drown,0
4353,drown,Maybe this is all part of a plan so that these headlines can drown out the Margaret Court mess that's still to come… https://t.co/rHXEXskXNu,0
4370,drown,Time to eat more medicines and drown in my bed,0
4391,drown,"Another childish insult I see. First bag of milk, second poutine, w… https://t.co/D605TNYqLc",0
4406,drowned,Guru's protests of innocence were drowned out by the hysteria of the nationalist mob. His was not allowed to see his wife and…,0
4412,drowned,Body of Rod Fontenot located in Bayou Nezpique - KALB News https://t.co/Ca0XPomRO1,1
4414,drowned,You have never been drowned! Your tea will not bother me!----Röbel will the equations and three hours' exercise and clothes,0
4419,drowned,😭😭😭😭This has drowned me in my own guilt .,0
4448,drowned,You told me the sky was ours. I thought we owned the stars، the moon and the sun. I thought we would rule everythin… https://t.co/C1oJZbEsfG,0
4459,drowned,"'They get drowned mostly. They get caught on a longline hook and get drowned,"" https://t.co/cGsC0FzgOY #bycatch",0
4464,drowning,"--over but he tried to hold it in. ""M... Mox...."" He doesn't know what to say. All he can think to… https://t.co/MgH9hSHEcj",0
4467,drowning,"The world is drowning in debt - However, HM &amp; ministr assure us that #Ireland is 'grand'; unle…",0
4471,drowning,Supernatural s15 || Drowning (Jensen Ackles) https://t.co/bIu9ebRfDM via,0
4473,drowning,First image is of the Tekken 7 pool. Heres to not drowning in either without taking some names.,0
4487,drowning,Remember the kid in pursuit of happiness movie when he made a joke abt the guy who was drowning in the oce…,0
4488,drowning,"// They’re drowning Wilson with full bucket loads of hearts, love and affection😔",0
4494,drowning,The world is drowning in debt - CNN https://t.co/s5rrhuzslZ,0
4498,drowning,"when i was drowning, that’s when i can finally breathe #Lover #BestRemix #iHeartAwards",0
4503,drowning,“Sometimes we need to disconnect to reconnect. Taking a break is necessary to save yourself and others from drowning.” — Maine Mend…,0
4506,drowning,"i wade in your water, your waves wash over me, i drift to the deep end, dont save me, its a low tide, i found peace in…",0
4508,drowning,Climate change could lead to more injuries and deaths https://t.co/vHqhSdcqMB Justine Calma,0
4528,drowning,Drowning in my own thoughts,0
4530,drowning,"If you might be wondering, I didn't discover BTS with a music video. it's from an article in kboo in 2014 and my 13 yo as$ c…",0
4539,drowning,I'm just drowning at the moment. Smallest naps for about 45 minutes in the morning and then for 20 m… https://t.co/TdNcpiFbbV,0
4542,drowning,Drowning,0
4556,dust%20storm,Israel will cause a Dust Storm in the Middle East. WW3 will be started between USA &amp; Israel VS Russia. They all will start op…,0
4564,dust%20storm,Monster dust storm blankets several Australian states https://t.co/C2CqGXqja6 #grandsolar,1
4566,dust%20storm,Don't underestimate the power of a dust storm — always be prepared. #911LoneStar https://t.co/2hglSKKzZE,0
4568,dust%20storm,just looks like a huge dust storm. w out the dust that's what the air looks and feels like,0
4573,dust%20storm,"You can't stop the drilling, nobody can stop the drilling. Sonic drilling in the middle of a dust storm near Broken… https://t.co/2mzrWIDU3s",0
4581,dust%20storm,As seen by yesterday's #SNPP #OMPS aerosol index the #AustraliaFires smoke is now south of western Australia (black circl…,1
4582,dust%20storm,-Desert Locusts -Floods -Dust storm -Bats If these aren't signs that we are heading to murky waters am not sure wh… https://t.co/xa7Qc9pZqZ,0
4585,dust%20storm,"thank you! I do have allergy pills that I've been taking, but no antibiotics. Not sure about mold or anythi… https://t.co/jobUBFFEQn",0
4589,dust%20storm,~YOU NEVER KNOW YOU NEVER KNOW LIES AHEAD ARE ON THE ROAD YOU CAN LOSE YOUR PATH BUT STILL FIND THE WAY HOME JUST… https://t.co/baKuZQPXqt,0
4593,dust%20storm,"—&gt; “Hm?” Oh, he forgot about the shot that his wife had sent to him from her end. With a quick ra… https://t.co/k1BcTkAYle",0
4597,dust%20storm,"Another one bites the dust. Bye, Spartacus! https://t.co/VcIlFrDH5j",0
4604,earthquake,"Hey, loves! Tip lang coming from someone who survived a 7.2 magnitude earthquake and volunteered all around the province…",0
4628,earthquake,"42 min.ago #earthquake 3.6 has hit Canas Barrio (Ponce), Puerto Rico, 3.7mi, 4:07 AM AST (RSPR)… https://t.co/DfgMZAmpGX",1
4638,earthquake,3.5 magnitude earthquake recorded in Bulgan aimag #MONTSAME #Mongolia https://t.co/yteSvu24Q8,1
4651,electrocute,ECG pole electrocute young man at Kpando https://t.co/AwmQnqDeR6 https://t.co/5IzMbZfTSV,1
4656,electrocute,"Ahri also landed full R ulti, full W, ignite, and thunderlords/electrocute. No… https://t.co/LlcgzoxGpi",0
4657,electrocute,hey you former russian spy electrocute me,0
4659,electrocute,y’all horny i’m gonna call god and have him come electrocute y’all for real,0
4666,electrocute,why doesnt pokepark 2 let you bully piplup (run into them and electrocute),0
4669,electrocute,If a shorty ever ask me to electrocute her I’m just gonna have to go home https://t.co/WwdhdygBV1,0
4685,electrocute,I would help you I think we should electrocute him,0
4695,electrocute,Veigar with electrocute rn is HILARIOUSLY op...... 17/3 and 20/5 after not playing him for like 4 months,0
4700,electrocute,Twitter keeps getting stupider and stupider today. Somebody electrocute me if I look at it again please and thank you.,0
4701,electrocute,*my mask eyes electrocute* I’ve just joined I know little to nothing..,0
4731,electrocuted,Did the same thing on Sunday...reading book on reclining sofa (electric)...picked up coffee..spilled sai… https://t.co/2ZUH1S3vRP,0
4736,emergency,"""The past five years are the top five warmest years recorded in the ocean and the past 10 years are also the top 10 years o…",0
4740,emergency,Climate &amp; environmental grief is something we all have to face when we realise the scale of the emergency we face. Gove…,0
4749,emergency,"She : sir I heard you are giving Modi's health insurance card, iam in an emergency , can you help me Me : kindly tell m…",0
4756,emergency,"Video call me and show me breast for no reasons, That shit is sexy AF. My weakness point for emergency billing niyen (fast f…",0
4757,emergency,"That weather is reacting how it should in winters...? And""Our"" deeds should prevent the govt from… https://t.co/9jWOfhg4YI",0
4763,emergency,New2Trip: 2019 American Heart Association Focused Update on Neonatal Resuscitation: Update to American Heart Associ… https://t.co/ZelwwJdfnx,0
4764,emergency,A major search and rescue operation is underway in China after a bus and pedestrians dropped into a sinkhole. It happen…,1
4768,emergency,"For the 23rd time in less than three years, the Trump Administration is asking #SCOTUS for emergency relief to allow a n…",0
4771,emergency,Toronto-area residents had a rude awakening Sunday after receiving a false alert about a nuclear power-plant emerge… https://t.co/Shzmi0h1TL,0
4781,emergency,Is this your constituency? What is the status of this emergency in #NeelumValley #AJK - is the #Pakis…,0
4788,emergency,Why is parked like this at Pick n Pay Craighall Park? There is no emergency here. Shopping? https://t.co/u5kPlJW5RF,0
4799,emergency,KwaZulu-Natal Helicopter Emergency Medical Services: A good morning from the HEMS crew of Netcare 5 who are currently in…,1
4803,emergency,Australia Day 2020 should be for all Emergency workers - paid &amp; volunteer including those who made s… https://t.co/Jxied7M7r2,0
4804,emergency,Help rescue and care for the innocent victims of the fires! Millions of animals are dying from the Australian wildf… https://t.co/Rsp6NOFC8R,1
4817,emergency%20plan,A district council trying to scrap its local plan on climate emergency grounds may see its decision-making powers transferred…,0
4824,emergency%20plan,The most critical part of the plan is to get the additional power online ASAP! All IPPs must assist! ⚡ ⚡ ⚡ This is… https://t.co/ccsbuLgKPv,0
4831,emergency%20services,Weather Update: Heavy rain and the potential dangerous impacts to fire grounds in NSW and East Victoria. Video is current at…,1
4850,emergency%20services,"Injury Units treat broken bones, sprains, burns and other non-life threatening injuries. Charges have recently been reduced an…",0
4853,emergency%20services,KwaZulu-Natal Helicopter Emergency Medical Services: A good morning from the HEMS crew of Netcare 5 who are current… https://t.co/tqCuaIpwt7,1
4854,emergency%20services,Western Cape Helicopter Emergency Medical Services: Netcare 6 a specialised helicopter ambulance has been activated… https://t.co/2QQwZ9KFOY,1
4861,emergency%20services,"No but donating to charities, volunteering my time at the State Emergency Services, working in Clim… https://t.co/SXn6wpvubY",0
4868,emergency%20services,"This WATCH &amp; ACT message is being issued for the Buchan South area. Don't wait, leaving now is the safest option - condit…",0
4875,emergency%20services,Our thoughts are with everyone affected by the devastating #bushfires. Maddocks has pledged $40K to the #VictorianBush…,0
4878,emergency%20services,"I've been getting alerts from the government emergency services app, saying that the air is hazardous to he…",1
4882,emergency%20services,"Cumbria County Council is refusing to reveal the full cost of a new base for south Cumbria's emergency services, as the bu…",0
4883,emergency%20services,"Are you experiencing any home emergencies? In such a situation, request a service by calling us and within a maximu… https://t.co/gPiDWJJqQm",0
4886,emergency%20services,"Cumbria County Council is refusing to reveal the full cost of a new base for south Cumbria's emergency services, as… https://t.co/UDkc5IMbFg",0
4887,emergency%20services,Thus is a match day at Fernhurst. The council need to act. Lives are at r… https://t.co/Xn6vrAnw2v,0
4906,engulfed,"New blog post: The Inquisition... ""To me, I think emotions are like huge waves crashing against me, I don't 'feel' the emoti…",0
4908,engulfed,"Landmark Paris trial of disgraced former athletics supremo Lamine Diack delayed until June after surprise new evidence, with I…",0
4924,engulfed,Engulfed 💧 https://t.co/t6mGr7iQgH,0
4952,engulfed,Hitler committed suicide first get that clear. His own hate engulfed him. The kids are not promoting… https://t.co/XYb37gMqVr,0
